,Train_MAE,Train_RMSE,MAE,RMSE,SEM(MAE),SEM(RMSE)
971,0.04273951,0.090371546,0.375849379,0.474973609,,
972,0.048608244,0.095008626,0.293601638,0.413933987,,
973,1.87E-10,2.90E-10,0.475507528,0.662792473,,
974,0.045191705,0.092101722,0.336905405,0.443693909,,
975,1.94E-10,2.91E-10,0.360745244,0.540687902,,
976,0.04042144,0.087941643,0.390267651,0.545360017,,
977,0.041394381,0.089665064,0.344067333,0.479490471,,
978,0.044648789,0.0909736,0.34424646,0.506477344,,
979,0.037898066,0.085609677,0.463692444,0.689544017,,
980,1.94E-10,2.92E-10,0.434718743,0.666073144,,
981,0.038862045,0.086864317,0.326094722,0.419969556,,
982,0.046240878,0.092342369,0.280901279,0.450494998,,
983,2.24E-10,3.49E-10,0.361680657,0.490664608,,
984,1.96E-10,2.89E-10,0.478777286,0.715095103,,
985,1.79E-10,2.55E-10,0.332169893,0.487950564,,
986,0.060240577,0.107698516,0.229982794,0.325155693,,
987,2.05E-10,3.08E-10,0.309838324,0.462668914,,
988,0.040283345,0.087880985,0.286591777,0.382903427,,
989,0.038088153,0.08621587,0.420015331,0.540580051,,
990,0.040211594,0.087668386,0.390466449,0.491065727,,
991,0.040358527,0.088017921,0.370745411,0.502056968,,
992,0.065994926,0.1145486,0.358265099,0.45744436,,
993,0.041091753,0.08862708,0.301146497,0.392675731,,
994,2.18E-10,3.35E-10,0.529879326,0.772943595,,
995,0.042609452,0.089130066,0.331923512,0.430568186,,
996,2.37E-10,3.76E-10,0.494042073,0.680531253,,
997,0.040539626,0.088343409,0.411386112,0.627437406,,
998,2.09E-10,3.24E-10,0.443736427,0.668406778,,
999,0.038433172,0.086734593,0.386198197,0.475554687,,
